trials.thisTrialN,trials.stepSize,trials.intensity,thisRow.t,notes,trial.started,fixation.started,fixation.stopped,grating.started,key_resp.started,grating.stopped,trial.stopped,corrAns,tilt,key_resp.corr,trials.response,key_resp.rt,participant,session,date,expName,psychopyVersion,frameRate,expStart,
88,0.5,1.0,115.11136099998839,,115.09679540002253,115.11136099998839,115.6105240000179,115.6105240000179,115.6105240000179,115.94645450002281,116.22896290000062,right,1.0,0,0,0.6063412999501452,173767,001,2024-09-10_11h22.05.971,Adaptive_Staircase,2024.1.5,None,2024-09-10 11h22.26.431876 +0530,
89,0.5,1.5,116.2441109000356,,116.22905309998896,116.2441109000356,116.74552230001427,116.7283917000168,116.7283917000168,117.04473670001607,117.36338980001165,left,-1.5,1,1,0.6318159000365995,173767,001,2024-09-10_11h22.05.971,Adaptive_Staircase,2024.1.5,None,2024-09-10 11h22.26.431876 +0530,
90,0.5,1.5,117.39440910000121,,117.36345549998805,117.39440910000121,117.89468130003661,117.87784510001075,117.87784510001075,118.1940123999957,119.04657450004015,right,1.5,1,1,1.1609504999942146,173767,001,2024-09-10_11h22.05.971,Adaptive_Staircase,2024.1.5,None,2024-09-10 11h22.26.431876 +0530,
91,0.5,1.5,119.07870030001504,,119.04667000001064,119.07870030001504,119.57798770000227,119.56124599999748,119.56124599999748,119.87748800002737,120.1314767000149,left,-1.5,1,1,0.5608631999930367,173767,001,2024-09-10_11h22.05.971,Adaptive_Staircase,2024.1.5,None,2024-09-10 11h22.26.431876 +0530,
92,0.5,1.0,120.14468620001571,,120.13160560000688,120.14468620001571,120.64442870003404,120.64442870003404,120.64442870003404,120.96159900003113,121.31200750003336,right,1.0,0,0,0.6628322000033222,173767,001,2024-09-10_11h22.05.971,Adaptive_Staircase,2024.1.5,None,2024-09-10 11h22.26.431876 +0530,
93,0.5,1.5,121.34567200002493,,121.31207899999572,121.34567200002493,121.87795719999122,121.81145099998685,121.81145099998685,122.11209840001538,122.86480580002535,right,1.5,1,1,1.0435612999717705,173767,001,2024-09-10_11h22.05.971,Adaptive_Staircase,2024.1.5,None,2024-09-10 11h22.26.431876 +0530,
94,0.5,1.5,122.87861170002725,,122.86501150002005,122.87861170002725,123.4113746000221,123.4113746000221,123.4113746000221,123.71469350002008,125.23045899998397,right,1.5,1,1,1.8020333999884315,173767,001,2024-09-10_11h22.05.971,Adaptive_Staircase,2024.1.5,None,2024-09-10 11h22.26.431876 +0530,
95,0.5,1.5,125.26174029998947,,125.23053120000986,125.26174029998947,125.77798469999107,125.74383180000586,125.74383180000586,126.06192820001161,126.44677800004138,right,1.5,1,1,0.6940021000336856,173767,001,2024-09-10_11h22.05.971,Adaptive_Staircase,2024.1.5,None,2024-09-10 11h22.26.431876 +0530,
96,0.5,1.0,126.46149519999744,,126.44688240002142,126.46149519999744,126.97928530001082,126.97928530001082,126.97928530001082,127.27971720002824,127.74394200003007,left,-1.0,1,1,0.7528750000055879,173767,001,2024-09-10_11h22.05.971,Adaptive_Staircase,2024.1.5,None,2024-09-10 11h22.26.431876 +0530,
97,0.5,1.0,127.76088690001052,,127.7440123000415,127.76088690001052,128.278821600019,128.278821600019,128.278821600019,128.5780764000374,129.33117299998412,left,-1.0,1,1,1.04885550000472,173767,001,2024-09-10_11h22.05.971,Adaptive_Staircase,2024.1.5,None,2024-09-10 11h22.26.431876 +0530,
98,0.5,1.0,129.36211590003222,,129.33126200002152,129.36211590003222,129.86132870003348,129.84477010002593,129.84477010002593,130.14401390001876,130.61217139998917,right,1.0,1,1,0.7578081999672577,173767,001,2024-09-10_11h22.05.971,Adaptive_Staircase,2024.1.5,None,2024-09-10 11h22.26.431876 +0530,
99,0.5,1.0,130.62934730004054,,130.61227370001143,130.62934730004054,131.12824819999514,131.12824819999514,131.12824819999514,131.44459319999442,131.64878270000918,left,-1.0,1,1,0.5123648000298999,173767,001,2024-09-10_11h22.05.971,Adaptive_Staircase,2024.1.5,None,2024-09-10 11h22.26.431876 +0530,
