num_distr,Mouse.Time,,,,,,,,,,,,,,
5,1.7872295,,,,,,in ms,,,,,,,,
5,1.5585206,,,,RT of 5 distractors,2.184839135,2184.839,,,,,,,,
5,2.3262455,,,,RT of 10 distractors,2.608141997,2608.142,,,,,,,,
5,2.7853523,,,,,,,,,,,,,,
5,1.7807916,,,,m= y2-y1/x2-x1,84.6606,,,,,,,,,
5,1.8919185,,,,,,,,,,,,,5,10
5,1.7436365,,,,,,,,,,,,,2184.839,2608.142
5,1.810535,,,,,,,,,,,,,,
5,2.0800074,,,,,,,,,,,,,,
5,1.9647254,,,,,,,,,,,,,,
5,1.4484998,,,,,,,,,,,,,,
5,2.6165841,,,,,,,,,,,,,,
5,2.855851,,,,,,,,,,,,,,
5,1.8816253,,,,,,,,,,,,,,
5,1.9277229,,,,,,,,,,,,,,
5,1.6140101,,,,,,,,,,,,,,
5,1.5647803,,,,,,,,,,,,,,
5,2.030792,,,,,,,,,,,,,,
5,2.5439868,,,,,,,,,,,,,,
5,3.9775422,,,,,,,,,,,,,,
5,2.3560487,,,,,,,,,,,,,,
5,3.2990297,,,,,,,,,,,,,,
5,2.3783615,,,,,,,,,,,,,,
5,1.71247,,,,,,,,,,,,,,
5,1.7717299,,,,,,,,,,,,,,
5,2.2794737,,,,,,,,,,,,,,
5,2.9484594,,,,,,,,,,,,,,
5,3.1980239,,,,,,,,,,,,,,
5,1.7578771,,,,,,,,,,,,,,
5,1.7969777,,,,,,,,,,,,,,
5,2.0983559,,,,,,,,,,,,,,
5,2.026546,,,,,,,,,,,,,,
5,1.9330484,,,,,,,,,,,,,,
5,2.1852413,,,,,,,,,,,,,,
5,1.8973949,,,,,,,,,,,,,,
5,1.9090233,,,,,,,,,,,,,,
5,1.8637812,,,,,,,,,,,,,,
5,2.0640927,,,,,,,,,,,,,,
5,2.1998782,,,,,,,,,,,,,,
5,2.4761144,,,,,,,,,,,,,,
5,1.4320039,,,,,,,,,,,,,,
5,2.065723,,,,,,,,,,,,,,
5,1.7941603,,,,,,,,,,,,,,
